DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.001	0	0	1	0
0.0669999999999997	0.002	0.1345	1	1	0.00450574999999998
0.116	0.0045	0.22	1	1	0.013191
0.168	0.0075	0.307	1	1	0.026893
0.217	0.011	0.39	1	1	0.0439695
0.268	0.0155	0.471	1	1	0.065925
0.318	0.02	0.5515	1	1	0.0914874999999999
0.367	0.0255	0.6295	1	1	0.120422
0.418	0.032	0.708	1	1	0.15452825
0.468	0.0385	0.781	1	1	0.19175325
0.518	0.0465	0.855	1	1	0.23265325
0.567	0.055	0.9215	1	1	0.2761775
0.618	0.0645	0.9925	1	1	0.3249845
0.668	0.075	1.0235	1	1	0.3753845
0.718	0.086	1.0235	1	1	0.4265595
0.767	0.098	1.0235	1	1	0.476711
0.817	0.111	1.024	1	1	0.5278985
0.868	0.126	1.0235	1	1	0.58010975
0.917	0.1425	1.024	1	1	0.6302735
0.968	0.1625	1.0235	1	1	0.68248475
1.018	0.186	1.0235	1	1	0.73365975
1.067	0.2145	1.0235	1	1	0.78381125
1.118	0.2505	1.0235	1	1	0.83600975
1.167	0.291	1.0235	1	1	0.88616125
1.218	0.3445	1.0235	1	1	0.93835975
1.267	0.4045	0.8235	1	1	0.98361125
1.317	0.4665	0.5705	1	1	1.01846125
1.368	0.515	0.362	1	1	1.04224
1.417	0.5495	0.1995	1	1	1.05599675
1.468	0.568	0.073	1	1	1.0629455
1.517	0.5715	-0.007	1	1	1.0645625
1.567	0.5575	-0.047	1	1	1.0632125
1.618	0.534	-0.069	1	1	1.0602545
1.667	0.507	-0.0905	1	1	1.05634675
1.718	0.479	-0.1035	1	1	1.05139975
1.768	0.45	-0.122	1	1	1.04576225
1.817	0.4215	-0.1345	1	1	1.039478
1.867	0.393	-0.1555	1	1	1.032228
1.918	0.365	-0.173	1	1	1.02385125
1.967	0.3385	-0.199	1	1	1.01473725
2.017	0.3125	-0.2205	1	1	1.00424975
2.067	0.286	-0.248	1	1	0.99253725
2.117	0.261	-0.2725	1	1	0.97952475
2.168	0.2375	-0.3065	1	1	0.96476025
2.217	0.215	-0.3395	1	1	0.94893325
2.268	0.194	-0.381	1	1	0.9305605
2.317	0.175	-0.424	1	1	0.910838
2.368	0.1575	-0.4715	1	1	0.88800275
2.417	0.141	-0.5205	1	1	0.86369875
2.468	0.126	-0.576	1	1	0.835738
2.517	0.1115	-0.6305	1	1	0.80617875
2.568	0.097	-0.688	1	1	0.772557
2.617	0.0835	-0.744	1	1	0.737473
2.668	0.07	-0.805	1	1	0.6979735
2.718	0.057	-0.862	1	1	0.6562985
2.768	0.0445	-0.925	1	1	0.611623499999999
2.817	0.033	-0.9845	1	1	0.56484075
2.868	0.021	-1.0235	1	1	0.51363675
2.918	0.01	-1.0235	1	1	0.46246175
2.967	-0.0005	-1.0235	1	1	0.41231025
3.017	-0.0115	-1.0235	1	1	0.36113525
3.068	-0.0225	-1.0235	1	1	0.30893675
3.117	-0.034	-1.0235	1	1	0.25878525
3.167	-0.047	-1.0235	1	1	0.207610249999999
3.217	-0.0615	-1.0235	1	1	0.15643525
3.268	-0.0765	-1.0235	1	1	0.104236749999999
3.317	-0.0925	-1.0235	1	1	0.0540852499999999
3.368	-0.11	-1.0235	1	1	0.00188674999999975
3.417	-0.128	-1.0235	1	1	-0.0482647500000006
3.468	-0.148	-1.0235	1	1	-0.10046325
3.518	-0.172	-1.0235	1	1	-0.151638250000001
3.568	-0.1975	-1.0235	1	1	-0.20281325
3.617	-0.225	-1.0235	1	1	-0.25296475
3.668	-0.2555	-1.0235	1	1	-0.30516325
3.717	-0.2885	-0.972	1	1	-0.354053000000001
3.768	-0.325	-0.78	1	1	-0.398729000000001
3.817	-0.363	-0.582	1	1	-0.432098
3.867	-0.3975	-0.407	1	1	-0.456823
3.918	-0.425	-0.2475	1	1	-0.47351275
3.968	-0.4415	-0.1285	1	1	-0.48291275
4.017	-0.448	-0.0265	1	1	-0.48671025
4.067	-0.4435	0.032	1	1	-0.48657275
4.117	-0.426	0.0705	1	1	-0.48401025
4.168	-0.403	0.0945	1	1	-0.47980275
4.217	-0.378	0.121	1	1	-0.474523
4.268	-0.352	0.141	1	1	-0.467842
4.318	-0.326	0.1675	1	1	-0.4601295
4.368	-0.3005	0.189	1	1	-0.451217
4.418	-0.2755	0.22	1	1	-0.440992
4.467	-0.2515	0.248	1	1	-0.429526
4.518	-0.2285	0.285	1	1	-0.4159345
4.568	-0.2075	0.323	1	1	-0.4007345
4.618	-0.188	0.367	1	1	-0.3834845
4.668	-0.17	0.41	1	1	-0.3640595
4.718	-0.153	0.461	1	1	-0.3422845
4.768	-0.1375	0.51	1	1	-0.3180095
4.817	-0.1225	0.5665	1	1	-0.29163525
4.868	-0.108	0.6205	1	1	-0.26136675
4.918	-0.094	0.6795	1	1	-0.228866750000001
4.968	-0.0805	0.7345	1	1	-0.19351675
5.017	-0.0675	0.797	1	1	-0.155995000000001
5.068	-0.0545	0.856	1	1	-0.113843500000001
5.117	-0.0425	0.918	1	1	-0.070380500000001
5.168	-0.03	0.981	1	1	-0.0219560000000008
5.217	-0.019	1.024	1	1	0.0271665000000004
5.267	-0.008	1.0235	1	1	0.0783539999999994
5.318	0.0025	1.024	1	1	0.13056525
5.368	0.0135	1.0235	1	1	0.18175275
5.418	0.024	1.0235	1	1	0.232927749999999
5.468	0.036	1.0235	1	1	0.28410275
5.517	0.0485	1.024	1	1	0.334266499999999
5.567	0.063	1.0235	1	1	0.385454
5.618	0.0785	1.0235	1	1	0.4376525
5.667	0.094	1.0235	1	1	0.487804
5.717	0.111	1.0235	1	1	0.538979
5.768	0.1295	1.0235	1	1	0.591177500000001
5.817	0.1495	1.0235	1	1	0.641329
5.867	0.173	1.0235	1	1	0.692503999999999
5.917	0.1995	1.0235	1	1	0.743679
5.967	0.229	1.0235	1	1	0.794853999999999
6.017	0.261	1.0235	1	1	0.846028999999999
6.068	0.297	0.937	1	1	0.89602175
6.117	0.3355	0.7355	1	1	0.936997999999999
6.167	0.374	0.5415	1	1	0.968923
6.218	0.4085	0.366	1	1	0.99206425
6.267	0.433	0.2185	1	1	1.0063845
6.318	0.4485	0.096	1	1	1.01440425
6.367	0.4535	0.0025	1	1	1.0168175
6.418	0.444	-0.047	1	1	1.01568275
6.468	0.4245	-0.0785	1	1	1.01254525
6.517	0.401	-0.1015	1	1	1.00813525
6.567	0.3745	-0.1265	1	1	1.00243525
6.617	0.348	-0.1495	1	1	0.99553525
6.667	0.322	-0.1725	1	1	0.98748525
6.718	0.2965	-0.1975	1	1	0.978050249999999
6.768	0.2715	-0.2265	1	1	0.96745025
6.818	0.2475	-0.2565	1	1	0.95537525
6.867	0.2255	-0.2925	1	1	0.94192475
6.917	0.2045	-0.33	1	1	0.92636225
6.967	0.1845	-0.375	1	1	0.90873725
7.018	0.1665	-0.4235	1	1	0.8883755
7.068	0.15	-0.4695	1	1	0.866050499999999
7.118	0.1345	-0.5215	1	1	0.8412755
7.168	0.1195	-0.576	1	1	0.813838
7.217	0.105	-0.632	1	1	0.784242
7.267	0.091	-0.689	1	1	0.751216999999999
7.317	0.0775	-0.748	1	1	0.715291999999999
7.368	0.0645	-0.8075	1	1	0.67562675
7.417	0.052	-0.8645	1	1	0.634662749999999
7.468	0.0395	-0.928	1	1	0.588953999999999
