DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0005	0	0	1	0
0.0489999999999999	0.0015	0	1	1	0
0.0989999999999998	0.002	0.0245	1	1	0.000612499999999998
0.149	0.0055	0.0305	1	1	0.0019875
0.199	0.0085	0.037	1	1	0.003675
0.249	0.0115	0.0425	1	1	0.00566249999999999
0.299	0.015	0.0485	1	1	0.0079375
0.349	0.018	0.0535	1	1	0.0104875
0.399	0.0215	0.059	1	1	0.0133
0.449	0.025	0.064	1	1	0.016375
0.498	0.0285	0.069	1	1	0.0196335
0.549	0.032	0.073	1	1	0.0232545
0.599	0.036	0.0785	1	1	0.027042
0.648	0.0395	0.0835	1	1	0.031011
0.699	0.043	0.0885	1	1	0.035397
0.749	0.046	0.096	1	1	0.0400095
0.799	0.0485	0.105	1	1	0.0450345
0.849	0.0505	0.113	1	1	0.0504845
0.899	0.0525	0.122	1	1	0.0563595
0.949	0.055	0.131	1	1	0.0626845
0.999	0.057	0.14	1	1	0.0694595
1.049	0.059	0.1485	1	1	0.076672
1.099	0.061	0.158	1	1	0.0843345
1.15	0.063	0.1665	1	1	0.09260925
1.199	0.065	0.148	1	1	0.1003145
1.249	0.0665	0.13	1	1	0.1072645
1.299	0.068	0.1105	1	1	0.113277
1.349	0.069	0.094	1	1	0.1183895
1.399	0.07	0.0775	1	1	0.122677
1.449	0.071	0.0605	1	1	0.126127
1.499	0.0715	0.0465	1	1	0.128802
1.549	0.072	0.029	1	1	0.1306895
1.598	0.072	0.0145	1	1	0.13175525
1.648	0.072	0.0005	1	1	0.13213025
1.699	0.0715	-0.01	1	1	0.131888
1.749	0.0695	-0.0185	1	1	0.1311755
1.798	0.067	-0.026	1	1	0.13008525
1.849	0.0645	-0.0325	1	1	0.1285935
1.899	0.0615	-0.0395	1	1	0.1267935
1.948	0.0585	-0.0425	1	1	0.1247845
1.999	0.055	-0.05	1	1	0.12242575
2.049	0.052	-0.0565	1	1	0.11976325
2.098	0.0485	-0.0615	1	1	0.11687225
2.149	0.045	-0.0665	1	1	0.11360825
2.199	0.041	-0.069	1	1	0.11022075
2.249	0.0375	-0.0755	1	1	0.10660825
2.3	0.034	-0.0805	1	1	0.10263025
2.349	0.03	-0.0845	1	1	0.0985877499999999
2.399	0.0265	-0.09	1	1	0.0942252499999999
2.449	0.023	-0.093	1	1	0.0896502499999999
2.499	0.019	-0.098	1	1	0.08487525
2.549	0.0155	-0.1015	1	1	0.07988775
2.599	0.012	-0.107	1	1	0.0746752499999999
2.649	0.008	-0.1115	1	1	0.0692127499999999
2.7	0.0045	-0.116	1	1	0.0634114999999999
2.749	0.001	-0.1205	1	1	0.05761725
2.8	-0.002	-0.126	1	1	0.0513314999999999
2.849	-0.0055	-0.1305	1	1	0.0450472499999999
2.898	-0.009	-0.1365	1	1	0.03850575
2.948	-0.0125	-0.1395	1	1	0.03160575
2.999	-0.016	-0.147	1	1	0.0243
3.049	-0.0195	-0.152	1	1	0.016825
3.098	-0.0225	-0.1585	1	1	0.00921774999999993
3.148	-0.0255	-0.162	1	1	0.00120524999999996
3.199	-0.029	-0.17	1	1	-0.00726075000000006
3.25	-0.032	-0.1755	1	1	-0.0160710000000001
3.299	-0.035	-0.1825	1	1	-0.024842
3.349	-0.038	-0.1875	1	1	-0.0340920000000001
3.399	-0.041	-0.195	1	1	-0.0436545000000001
3.449	-0.044	-0.201	1	1	-0.0535545000000001
3.498	-0.047	-0.2055	1	1	-0.0635137500000001
3.548	-0.0495	-0.182	1	1	-0.0732012500000001
3.599	-0.052	-0.1635	1	1	-0.0820115000000001
3.65	-0.054	-0.143	1	1	-0.08982725
3.7	-0.056	-0.124	1	1	-0.0965022500000001
3.75	-0.057	-0.106	1	1	-0.10225225
3.799	-0.0585	-0.0905	1	1	-0.1070665
3.849	-0.0595	-0.0715	1	1	-0.1111165
3.899	-0.0605	-0.0575	1	1	-0.1143415
3.949	-0.061	-0.04	1	1	-0.116779
3.999	-0.0615	-0.0265	1	1	-0.1184415
4.05	-0.0615	-0.0105	1	1	-0.119385
4.098	-0.0615	0.001	1	1	-0.119613
4.149	-0.0605	0.013	1	1	-0.119256
4.199	-0.0585	0.019	1	1	-0.118456
4.25	-0.056	0.028	1	1	-0.1172575
4.3	-0.053	0.034	1	1	-0.1157075
4.349	-0.0505	0.042	1	1	-0.1138455
4.399	-0.0475	0.046	1	1	-0.1116455
4.449	-0.044	0.054	1	1	-0.1091455
4.499	-0.041	0.0575	1	1	-0.106358
4.549	-0.0375	0.065	1	1	-0.1032955
4.599	-0.034	0.068	1	1	-0.0999705000000001
4.648	-0.031	0.075	1	1	-0.0964670000000001
4.699	-0.0275	0.078	1	1	-0.0925655000000001
4.749	-0.024	0.085	1	1	-0.0884905000000001
4.799	-0.02	0.088	1	1	-0.0841655000000001
4.849	-0.0165	0.096	1	1	-0.0795655000000001
4.898	-0.0135	0.0975	1	1	-0.0748247500000001
4.948	-0.01	0.1045	1	1	-0.0697747500000001
4.999	-0.0065	0.108	1	1	-0.0643560000000001
5.049	-0.003	0.115	1	1	-0.0587810000000001
5.099	0	0.1185	1	1	-0.0529435
5.149	0.0035	0.1255	1	1	-0.0468435000000001
5.198	0.007	0.129	1	1	-0.0406082500000001
5.249	0.0105	0.136	1	1	-0.0338507500000001
5.299	0.014	0.1395	1	1	-0.02696325
5.349	0.017	0.1465	1	1	-0.0198132500000002
5.399	0.0205	0.15	1	1	-0.0124007500000001
5.448	0.024	0.1565	1	1	-0.00489150000000014
5.499	0.0275	0.1605	1	1	0.00319199999999989
5.549	0.031	0.1675	1	1	0.011392
5.599	0.0345	0.171	1	1	0.0198544999999998
5.648	0.038	0.177	1	1	0.0283805
5.699	0.0415	0.1805	1	1	0.0374967499999998
5.749	0.0455	0.1865	1	1	0.0466717499999999
5.798	0.049	0.1895	1	1	0.0558837499999998
5.849	0.0525	0.1895	1	1	0.0655482499999998
5.899	0.056	0.1655	1	1	0.0744232499999999
5.948	0.059	0.1455	1	1	0.0820427499999999
5.999	0.061	0.1235	1	1	0.0889022499999999
6.048	0.063	0.1055	1	1	0.0945127499999998
6.099	0.0645	0.086	1	1	0.0993959999999998
6.149	0.066	0.07	1	1	0.103296
6.198	0.067	0.053	1	1	0.1063095
6.248	0.0675	0.0375	1	1	0.108572
6.299	0.068	0.0205	1	1	0.110051
6.348	0.068	0.007	1	1	0.11072475
6.399	0.068	-0.006	1	1	0.11075025
6.45	0.0665	-0.014	1	1	0.11024025
6.499	0.0645	-0.023	1	1	0.10933375
6.549	0.062	-0.0285	1	1	0.10804625
6.599	0.0585	-0.0365	1	1	0.10642125
6.649	0.0555	-0.0405	1	1	0.10449625
6.699	0.0525	-0.048	1	1	0.10228375
6.748	0.049	-0.053	1	1	0.0998092499999999
