DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0005	0	0	1	0
0.0749999999999993	0.0085	0.0375	1	1	0.00140624999999999
0.125	0.0175	0.055	1	1	0.00371875000000002
0.173999999999999	0.0275	0.069	1	1	0.00675674999999999
0.225	0.0375	0.083	1	1	0.01063275
0.274999999999999	0.0485	0.0955	1	1	0.01509525
0.324999999999999	0.0595	0.1085	1	1	0.02019525
0.374	0.0705	0.1195	1	1	0.02578125
0.423999999999999	0.082	0.1305	1	1	0.03203125
0.475	0.094	0.1425	1	1	0.03899275
0.524	0.105	0.154	1	1	0.0462570000000001
0.574999999999999	0.116	0.1695	1	1	0.0545062499999999
0.625	0.1245	0.191	1	1	0.0635187500000001
0.673999999999999	0.132	0.213	1	1	0.07341675
0.723999999999999	0.1395	0.2345	1	1	0.0846042499999999
0.774	0.1475	0.257	1	1	0.0968917500000001
0.824	0.1555	0.2785	1	1	0.11027925
0.875	0.1635	0.298	1	1	0.12498
0.923999999999999	0.1715	0.3165	1	1	0.14003525
0.973999999999999	0.1805	0.335	1	1	0.15632275
1.024	0.19	0.353	1	1	0.17352275
1.075	0.1995	0.3685	1	1	0.191921
1.124	0.209	0.3835	1	1	0.210345
1.174	0.219	0.3755	1	1	0.22932
1.225	0.2255	0.321	1	1	0.24708075
1.275	0.2295	0.269	1	1	0.26183075
1.324	0.232	0.2215	1	1	0.273848
1.375	0.2335	0.1775	1	1	0.2840225
1.424	0.2335	0.137	1	1	0.29172775
1.474	0.2325	0.099	1	1	0.29762775
1.525	0.23	0.0635	1	1	0.3017715
1.574	0.227	0.031	1	1	0.30408675
1.625	0.2225	0.0025	1	1	0.304941
1.675	0.2165	-0.021	1	1	0.3044785
1.724	0.2085	-0.0385	1	1	0.30302075
1.774	0.1995	-0.055	1	1	0.30068325
1.825	0.1895	-0.0705	1	1	0.297483
1.875	0.179	-0.0845	1	1	0.293608
1.925	0.168	-0.0965	1	1	0.289083
1.974	0.157	-0.1085	1	1	0.2840605
2.025	0.1455	-0.119	1	1	0.27825925
2.074	0.134	-0.13	1	1	0.27215875
2.125	0.122	-0.141	1	1	0.26524825
2.174	0.1105	-0.151	1	1	0.25809425
2.225	0.0985	-0.1625	1	1	0.2501
2.274	0.087	-0.173	1	1	0.24188025
2.325	0.075	-0.1845	1	1	0.232764
2.375	0.064	-0.194	1	1	0.2233015
2.425	0.0525	-0.2055	1	1	0.213314
2.474	0.041	-0.217	1	1	0.20296275
2.524	0.03	-0.229	1	1	0.19181275
2.575	0.0185	-0.241	1	1	0.17982775
2.624	0.0075	-0.254	1	1	0.16770025
2.674	-0.003	-0.2665	1	1	0.15468775
2.724	-0.014	-0.28	1	1	0.14102525
2.774	-0.0245	-0.293	1	1	0.12670025
2.824	-0.035	-0.308	1	1	0.11167525
2.875	-0.0455	-0.323	1	1	0.0955847499999998
2.925	-0.055	-0.3395	1	1	0.0790222499999999
2.974	-0.0645	-0.3555	1	1	0.06199475
3.025	-0.074	-0.373	1	1	0.043418
3.074	-0.0835	-0.3895	1	1	0.0247367499999998
3.124	-0.093	-0.4065	1	1	0.00483674999999991
3.174	-0.1025	-0.4215	1	1	-0.01586325
3.224	-0.1125	-0.438	1	1	-0.0373507499999999
3.275	-0.1225	-0.452	1	1	-0.06004575
3.324	-0.1325	-0.4665	1	1	-0.0825490000000002
3.374	-0.1435	-0.4795	1	1	-0.106199
3.425	-0.1545	-0.4915	1	1	-0.1309595
3.474	-0.1655	-0.5025	1	1	-0.1553125
3.525	-0.177	-0.481	1	1	-0.18039175
3.575	-0.186	-0.417	1	1	-0.20284175
3.624	-0.193	-0.3585	1	1	-0.2218415
3.674	-0.1985	-0.304	1	1	-0.238404
3.724	-0.203	-0.2515	1	1	-0.2522915
3.775	-0.206	-0.203	1	1	-0.26388125
3.824	-0.2075	-0.1595	1	1	-0.2727625
3.874	-0.2075	-0.1175	1	1	-0.2796875
3.925	-0.207	-0.0785	1	1	-0.2846855
3.975	-0.205	-0.0425	1	1	-0.2877105
4.024	-0.202	-0.0115	1	1	-0.2890335
4.074	-0.197	0.015	1	1	-0.288946
4.125	-0.19	0.035	1	1	-0.287671
4.175	-0.1815	0.0535	1	1	-0.2854585
4.225	-0.1725	0.0695	1	1	-0.2823835
4.274	-0.1625	0.0835	1	1	-0.278635
4.324	-0.152	0.0975	1	1	-0.27411
4.375	-0.141	0.1105	1	1	-0.268806
4.424	-0.1305	0.123	1	1	-0.26308525
4.474	-0.1195	0.1355	1	1	-0.25662275
4.524	-0.108	0.1475	1	1	-0.24954775
4.574	-0.097	0.16	1	1	-0.24186025
4.625	-0.0855	0.172	1	1	-0.23339425
4.674	-0.075	0.1845	1	1	-0.22466
4.725	-0.0635	0.1965	1	1	-0.2149445
4.775	-0.053	0.2095	1	1	-0.2047945
4.825	-0.042	0.223	1	1	-0.193982
4.875	-0.0315	0.238	1	1	-0.182457
4.925	-0.021	0.252	1	1	-0.170207
4.974	-0.0115	0.2675	1	1	-0.15747925
5.024	-0.0015	0.2835	1	1	-0.14370425
5.074	0.0075	0.3	1	1	-0.12911675
5.125	0.0175	0.3175	1	1	-0.1133705
5.175	0.027	0.335	1	1	-0.0970579999999998
5.224	0.036	0.35	1	1	-0.0802754999999999
5.275	0.0465	0.367	1	1	-0.0619919999999999
5.325	0.056	0.381	1	1	-0.0432919999999996
5.375	0.0665	0.3955	1	1	-0.0238795
5.425	0.0775	0.408	1	1	-0.00379199999999974
5.474	0.088	0.42	1	1	0.0164940000000001
5.524	0.1	0.43	1	1	0.0377440000000003
5.574	0.112	0.44	1	1	0.0594939999999999
5.624	0.1245	0.4475	1	1	0.0816815000000002
5.675	0.1375	0.455	1	1	0.10469525
5.725	0.1515	0.461	1	1	0.12759525
5.774	0.165	0.466	1	1	0.15030675
5.825	0.179	0.4685	1	1	0.1741365
5.874	0.192	0.436	1	1	0.19629675
5.924	0.2025	0.369	1	1	0.21642175
5.975	0.2095	0.31	1	1	0.23373625
6.025	0.215	0.253	1	1	0.24781125
6.075	0.219	0.204	1	1	0.25923625
6.124	0.221	0.1575	1	1	0.268093
6.175	0.222	0.115	1	1	0.27504175
6.224	0.2215	0.0765	1	1	0.2797335
6.276	0.2195	0.041	1	1	0.2827885
6.324	0.216	0.011	1	1	0.2840365
6.375	0.2105	-0.0145	1	1	0.28394725
6.425	0.2035	-0.035	1	1	0.28270975
6.474	0.1945	-0.0515	1	1	0.2805905
6.524	0.185	-0.0655	1	1	0.2776655
6.574	0.174	-0.0795	1	1	0.2740405
6.625	0.163	-0.0925	1	1	0.2696545
6.674	0.152	-0.1035	1	1	0.2648525
6.725	0.1405	-0.115	1	1	0.25928075
