DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0015	0	0	1	0
0.0830000000000002	0.003	0.1215	1	1	0.00504225000000001
0.133	0.006	0.178	1	1	0.01252975
0.183	0.0095	0.2345	1	1	0.02284225
0.232	0.014	0.2865	1	1	0.03560675
0.283	0.0185	0.3425	1	1	0.05164625
0.334	0.024	0.3955	1	1	0.07046525
0.383	0.03	0.444	1	1	0.091033
0.434	0.037	0.4945	1	1	0.11496475
0.483	0.0445	0.538	1	1	0.140261
0.533	0.0525	0.581	1	1	0.168236
0.584	0.0615	0.624	1	1	0.1989635
0.633	0.071	0.6635	1	1	0.23050725
0.682	0.0805	0.701	1	1	0.2639375
0.733	0.092	0.737	1	1	0.3006065
0.784	0.104	0.773	1	1	0.3391115
0.833	0.117	0.801	1	1	0.3776745
0.883	0.131	0.8305	1	1	0.418462
0.933	0.1465	0.854	1	1	0.4605745
0.983	0.1625	0.8755	1	1	0.503812
1.034	0.1795	0.898	1	1	0.54903625
1.083	0.1965	0.9205	1	1	0.5935895
1.133	0.2135	0.9395	1	1	0.6400895
1.183	0.2305	0.8825	1	1	0.6856395
1.233	0.2465	0.7745	1	1	0.7270645
1.284	0.261	0.671	1	1	0.76392475
1.333	0.2735	0.571	1	1	0.79435375
1.383	0.285	0.478	1	1	0.82057875
1.433	0.2955	0.382	1	1	0.84207875
1.484	0.3045	0.2895	1	1	0.859202
1.533	0.311	0.209	1	1	0.87141525
1.583	0.316	0.132	1	1	0.87994025
1.634	0.319	0.059	1	1	0.88481075
1.683	0.3195	-0.0035	1	1	0.8861705
1.733	0.3135	-0.0445	1	1	0.8849705
1.784	0.3025	-0.076	1	1	0.88189775
1.833	0.2885	-0.1045	1	1	0.8774755
1.883	0.274	-0.1305	1	1	0.8716005
1.933	0.259	-0.157	1	1	0.864413
1.983	0.2435	-0.1815	1	1	0.8559505
2.033	0.2285	-0.2095	1	1	0.8461755
2.084	0.2135	-0.2365	1	1	0.8348025
2.133	0.2	-0.2665	1	1	0.822479
2.183	0.186	-0.297	1	1	0.8083915
2.234	0.1725	-0.329	1	1	0.7924285
2.283	0.16	-0.362	1	1	0.775499
2.333	0.1475	-0.3935	1	1	0.7566115
2.383	0.1355	-0.4265	1	1	0.7361115
2.433	0.123	-0.4625	1	1	0.7138865
2.483	0.112	-0.4975	1	1	0.6898865
2.533	0.1	-0.5345	1	1	0.6640865
2.583	0.089	-0.569	1	1	0.636499
2.633	0.0775	-0.608	1	1	0.607074
2.683	0.066	-0.643	1	1	0.575799
2.734	0.0545	-0.6815	1	1	0.54202425
2.783	0.044	-0.717	1	1	0.507761
2.833	0.033	-0.7545	1	1	0.4709735
2.883	0.022	-0.791	1	1	0.432336
2.933	0.0115	-0.8275	1	1	0.3918735
2.983	0.0005	-0.865	1	1	0.349561
3.034	-0.0105	-0.903	1	1	0.304477
3.084	-0.0215	-0.938	1	1	0.258452
3.133	-0.033	-0.9725	1	1	0.21164475
3.185	-0.046	-1.005	1	1	0.16022975
3.233	-0.0585	-1.0235	1	1	0.111545750000001
3.283	-0.073	-1.0235	1	1	0.0603707499999998
3.333	-0.0875	-1.0235	1	1	0.00919574999999997
3.383	-0.1025	-1.0235	1	1	-0.0419792499999999
3.434	-0.1185	-1.0235	1	1	-0.09417775
3.483	-0.135	-1.0235	1	1	-0.144329249999999
3.533	-0.152	-1.0235	1	1	-0.19550425
3.583	-0.168	-0.9755	1	1	-0.24547925
3.633	-0.183	-0.8715	1	1	-0.29165425
3.683	-0.197	-0.7675	1	1	-0.33262925
3.733	-0.2095	-0.669	1	1	-0.36854175
3.782	-0.221	-0.5735	1	1	-0.398983
3.832	-0.2315	-0.481	1	1	-0.4253455
3.883	-0.241	-0.3885	1	1	-0.44751775
3.932	-0.2485	-0.306	1	1	-0.464533
3.982	-0.2545	-0.224	1	1	-0.477783
4.033	-0.2585	-0.149	1	1	-0.4872945
4.082	-0.2615	-0.077	1	1	-0.4928315
4.133	-0.2625	-0.011	1	1	-0.4950755
4.183	-0.259	0.0385	1	1	-0.494388
4.233	-0.25	0.0755	1	1	-0.491538
4.284	-0.2385	0.1095	1	1	-0.4868205
4.333	-0.2255	0.14	1	1	-0.48070775
4.384	-0.212	0.1715	1	1	-0.4727645
4.434	-0.1985	0.2015	1	1	-0.4634395
4.482	-0.185	0.23	1	1	-0.4530835
4.533	-0.1715	0.2615	1	1	-0.44055025
4.583	-0.159	0.294	1	1	-0.42666275
4.633	-0.146	0.327	1	1	-0.41113775
4.683	-0.1335	0.359	1	1	-0.39398775
4.733	-0.1215	0.394	1	1	-0.37516275
4.784	-0.11	0.43	1	1	-0.35415075
4.833	-0.0985	0.466	1	1	-0.33219875
4.883	-0.087	0.5025	1	1	-0.30798625
4.933	-0.076	0.5385	1	1	-0.28196125
4.984	-0.065	0.5775	1	1	-0.25350325
5.033	-0.054	0.6145	1	1	-0.22429925
5.083	-0.0435	0.653	1	1	-0.19261175
5.133	-0.0325	0.691	1	1	-0.15901175
5.184	-0.022	0.7295	1	1	-0.122789
5.233	-0.0115	0.767	1	1	-0.0861247500000001
5.282	-0.001	0.8055	1	1	-0.0475984999999998
5.333	0.009	0.844	1	1	-0.00553624999999969
5.384	0.0195	0.882	1	1	0.0384767500000004
5.433	0.0305	0.9195	1	1	0.0826135
5.483	0.042	0.955	1	1	0.129476
5.533	0.0545	0.985	1	1	0.177976
5.583	0.0675	1.0175	1	1	0.2280385
5.633	0.0815	1.024	1	1	0.279076
5.683	0.0955	1.024	1	1	0.330276
5.733	0.1105	1.024	1	1	0.381476
5.783	0.126	1.0235	1	1	0.4326635
5.833	0.143	1.0235	1	1	0.4838385
5.883	0.16	1.0235	1	1	0.5350135
5.934	0.1765	0.9435	1	1	0.585172
5.983	0.192	0.838	1	1	0.62881875
6.033	0.207	0.7305	1	1	0.66803125
6.082	0.2205	0.6315	1	1	0.70140025
6.132	0.2335	0.5305	1	1	0.73045025
6.183	0.2445	0.4345	1	1	0.75505775
6.234	0.254	0.3435	1	1	0.77489675
6.283	0.2615	0.2585	1	1	0.78964575
6.334	0.2675	0.178	1	1	0.8007765
6.383	0.2715	0.1045	1	1	0.80769775
6.433	0.273	0.034	1	1	0.81116025
6.483	0.272	-0.021	1	1	0.81148525
