DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.001	0	0	1	0
0.0629999999999999	0.003	0.0915	1	1	0.00288225
0.113	0.008	0.1465	1	1	0.00883225
0.164	0.0145	0.2	1	1	0.017668
0.213	0.0215	0.2475	1	1	0.02863175
0.263	0.0295	0.2955	1	1	0.04220675
0.314	0.038	0.342	1	1	0.058463
0.364	0.0465	0.3895	1	1	0.0767505
0.414	0.0555	0.434	1	1	0.097338
0.464	0.0645	0.4805	1	1	0.1202005
0.514	0.0745	0.5225	1	1	0.1452755
0.564	0.0845	0.564	1	1	0.172438
0.614	0.096	0.6015	1	1	0.2015755
0.663	0.108	0.6375	1	1	0.231931
0.714	0.121	0.6715	1	1	0.2653105
0.763	0.1345	0.703	1	1	0.29898575
0.814	0.1495	0.7345	1	1	0.335642
0.864	0.163	0.7705	1	1	0.373267
0.913	0.1765	0.8035	1	1	0.41183
0.964	0.191	0.8375	1	1	0.4536755
1.013	0.2055	0.865	1	1	0.49538675
1.064	0.222	0.889	1	1	0.54011375
1.114	0.2405	0.905	1	1	0.58496375
1.163	0.262	0.892	1	1	0.62899025
1.214	0.284	0.762	1	1	0.67116725
1.264	0.3045	0.64	1	1	0.70621725
1.314	0.3255	0.513	1	1	0.73504225
1.364	0.3445	0.397	1	1	0.75779225
1.414	0.361	0.2835	1	1	0.77480475
1.463	0.373	0.187	1	1	0.786332
1.513	0.3815	0.1025	1	1	0.7935695
1.564	0.3855	0.0285	1	1	0.79691
1.614	0.383	-0.025	1	1	0.7969975
1.664	0.3715	-0.0535	1	1	0.795035
1.714	0.356	-0.08	1	1	0.7916975
1.763	0.3385	-0.1015	1	1	0.78725075
1.813	0.3205	-0.1195	1	1	0.78172575
1.863	0.3015	-0.1385	1	1	0.77527575
1.913	0.283	-0.161	1	1	0.76778825
1.964	0.265	-0.182	1	1	0.75904175
2.014	0.2475	-0.208	1	1	0.74929175
2.064	0.231	-0.234	1	1	0.73824175
2.114	0.2155	-0.2635	1	1	0.72580425
2.163	0.201	-0.295	1	1	0.712121
2.213	0.186	-0.3275	1	1	0.6965585
2.264	0.1725	-0.3605	1	1	0.6790145
2.313	0.16	-0.3955	1	1	0.6604925
2.364	0.147	-0.4305	1	1	0.6394295
2.414	0.135	-0.4685	1	1	0.6169545
2.464	0.123	-0.506	1	1	0.592592
2.514	0.1115	-0.545	1	1	0.566317
2.564	0.0995	-0.5835	1	1	0.5381045
2.613	0.088	-0.6235	1	1	0.508533
2.664	0.077	-0.663	1	1	0.47572725
