DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.001	-0.0005	0	1	0
0.0760000000000001	0.0045	0.149	1	1	0.005643
0.125	0.01	0.227	1	1	0.014855
0.175	0.0175	0.3015	1	1	0.0280674999999999
0.226	0.026	0.3745	1	1	0.0453055
0.275	0.035	0.445	1	1	0.06538325
0.324	0.0445	0.517	1	1	0.0889522499999999
0.375	0.054	0.5865	1	1	0.1170915
0.425	0.064	0.656	1	1	0.148154
0.475	0.0745	0.7275	1	1	0.1827415
0.525	0.085	0.793	1	1	0.220754
0.576	0.097	0.856	1	1	0.2628035
0.625	0.111	0.916	1	1	0.3062175
0.676	0.127	0.966	1	1	0.3542085
0.725	0.1445	1.012	1	1	0.4026695
0.775	0.165	1.0235	1	1	0.453557
0.825	0.1875	1.0235	1	1	0.504732
0.875	0.2125	1.0235	1	1	0.555907
0.925	0.241	1.0235	1	1	0.607082
0.975	0.2715	1.0235	1	1	0.658257
1.025	0.306	1.0235	1	1	0.709432
1.075	0.3505	1.0235	1	1	0.760607
1.125	0.4095	1.011	1	1	0.8114695
1.175	0.4875	0.824	1	1	0.8573445
1.225	0.5615	0.5455	1	1	0.891582
1.275	0.619	0.3215	1	1	0.913257
1.325	0.6545	0.156	1	1	0.9251945
1.376	0.67	0.0395	1	1	0.93017975
1.425	0.6675	-0.024	1	1	0.9305595
1.475	0.647	-0.056	1	1	0.9285595
1.525	0.62	-0.0735	1	1	0.925322
1.575	0.5905	-0.091	1	1	0.9212095
1.625	0.56	-0.1035	1	1	0.916347
1.675	0.53	-0.1175	1	1	0.910822
1.725	0.4985	-0.1315	1	1	0.904597
1.776	0.468	-0.15	1	1	0.89741875
1.826	0.438	-0.165	1	1	0.88954375
1.876	0.4095	-0.185	1	1	0.88079375
1.925	0.381	-0.205	1	1	0.87123875
1.975	0.353	-0.2265	1	1	0.86045125
2.025	0.326	-0.251	1	1	0.84851375
2.075	0.2995	-0.283	1	1	0.83516375
2.126	0.274	-0.3105	1	1	0.8200295
2.175	0.25	-0.346	1	1	0.80394525
2.226	0.2265	-0.3825	1	1	0.7853685
2.275	0.206	-0.4265	1	1	0.765548
2.325	0.187	-0.474	1	1	0.7430355
2.375	0.1695	-0.5245	1	1	0.718073
2.426	0.1535	-0.5775	1	1	0.689972
2.475	0.1385	-0.6355	1	1	0.6602535
2.526	0.1235	-0.693	1	1	0.62637675
2.575	0.109	-0.7515	1	1	0.5909865
2.625	0.095	-0.808	1	1	0.551999
2.675	0.081	-0.8675	1	1	0.5101115
2.725	0.0665	-0.9285	1	1	0.465211500000001
2.775	0.053	-0.988	1	1	0.417299
2.825	0.0395	-1.0235	1	1	0.3670115
2.875	0.026	-1.0235	1	1	0.3158365
2.925	0.013	-1.0235	1	1	0.2646615
2.976	0	-1.0235	1	1	0.212463
3.025	-0.0135	-1.0235	1	1	0.1623115
3.075	-0.028	-1.0235	1	1	0.1111365
3.125	-0.043	-1.0235	1	1	0.0599615000000002
3.176	-0.0595	-1.0235	1	1	0.00776300000000007
3.225	-0.0765	-1.0235	1	1	-0.0423884999999994
3.275	-0.0955	-1.0235	1	1	-0.0935635000000001
3.325	-0.115	-1.0235	1	1	-0.1447385
3.375	-0.1355	-1.0235	1	1	-0.1959135
3.425	-0.158	-1.0235	1	1	-0.2470885
3.475	-0.182	-1.0235	1	1	-0.298263499999999
3.526	-0.2105	-1.0235	1	1	-0.350462
3.575	-0.24	-1.0235	1	1	-0.4006135
3.625	-0.271	-1.0235	1	1	-0.4517885
3.675	-0.3055	-1.0235	1	1	-0.5029635
3.726	-0.344	-0.8595	1	1	-0.55098
3.774	-0.383	-0.661	1	1	-0.587472
3.824	-0.422	-0.4675	1	1	-0.6156845
3.875	-0.454	-0.2945	1	1	-0.6351155
3.925	-0.474	-0.1615	1	1	-0.6465155
3.975	-0.4835	-0.051	1	1	-0.651828
4.026	-0.482	0.024	1	1	-0.6525165
4.075	-0.466	0.0635	1	1	-0.65037275
4.125	-0.443	0.093	1	1	-0.64646025
4.175	-0.418	0.1175	1	1	-0.64119775
4.226	-0.391	0.143	1	1	-0.634555
4.275	-0.3645	0.166	1	1	-0.6269845
4.325	-0.3375	0.1885	1	1	-0.618122
4.375	-0.3105	0.218	1	1	-0.6079595
4.425	-0.2855	0.249	1	1	-0.5962845
4.475	-0.2615	0.283	1	1	-0.5829845
4.525	-0.239	0.3205	1	1	-0.567897
4.576	-0.2175	0.365	1	1	-0.55041675
4.625	-0.1985	0.41	1	1	-0.53142925
4.675	-0.181	0.4605	1	1	-0.50966675
4.725	-0.1645	0.5125	1	1	-0.48534175
4.775	-0.149	0.5685	1	1	-0.458316749999999
4.826	-0.1335	0.6255	1	1	-0.42786975
4.875	-0.119	0.6845	1	1	-0.39577475
4.925	-0.105	0.74	1	1	-0.36016225
4.975	-0.0905	0.8025	1	1	-0.32159975
5.025	-0.0765	0.862	1	1	-0.279987249999999
5.075	-0.0625	0.9225	1	1	-0.235374749999999
5.126	-0.0485	0.985	1	1	-0.186733499999999
5.175	-0.0355	1.0235	1	1	-0.13752525
5.225	-0.0225	1.0235	1	1	-0.08635025
5.275	-0.009	1.024	1	1	-0.0351627499999992
5.325	0.0035	1.0235	1	1	0.0160247500000006
5.375	0.0165	1.024	1	1	0.0672122500000004
5.425	0.0305	1.0235	1	1	0.11839975
5.475	0.0455	1.024	1	1	0.16958725
5.525	0.062	1.0235	1	1	0.220774750000001
5.575	0.0795	1.0235	1	1	0.271949750000001
5.625	0.0975	1.0235	1	1	0.32312475
5.675	0.117	1.0235	1	1	0.37429975
5.726	0.138	1.024	1	1	0.426511
5.775	0.16	1.0235	1	1	0.47667475
5.825	0.1855	1.0235	1	1	0.527849750000001
5.875	0.214	1.0235	1	1	0.579024750000001
5.925	0.245	1.0235	1	1	0.63019975
5.974	0.278	1.0235	1	1	0.68035125
6.025	0.3155	1.0235	1	1	0.73254975
6.075	0.356	0.817	1	1	0.778562250000001
6.126	0.4005	0.5985	1	1	0.814657500000001
6.175	0.4385	0.411	1	1	0.83939025
6.225	0.4685	0.246	1	1	0.855815250000001
6.275	0.4855	0.1165	1	1	0.86487775
6.325	0.4925	0.015	1	1	0.86816525
6.375	0.485	-0.0405	1	1	0.86752775
6.426	0.4655	-0.075	1	1	0.864582500000001
6.475	0.441	-0.101	1	1	0.8602705
6.526	0.414	-0.124	1	1	0.854533
6.575	0.3865	-0.147	1	1	0.847893500000001
6.625	0.36	-0.1725	1	1	0.839906
6.676	0.3325	-0.2	1	1	0.830407250000001
6.726	0.3065	-0.226	1	1	0.819757250000001
6.775	0.2815	-0.256	1	1	0.807948250000001
6.825	0.2575	-0.2905	1	1	0.79428575
6.875	0.2345	-0.3315	1	1	0.77873575
6.925	0.2145	-0.3725	1	1	0.761135750000001
6.975	0.1955	-0.418	1	1	0.74137325
7.026	0.1775	-0.47	1	1	0.71872925
7.076	0.1605	-0.5245	1	1	0.693866750000001
7.125	0.1455	-0.5795	1	1	0.66681875
7.175	0.1305	-0.636	1	1	0.636431250000001
7.225	0.116	-0.695	1	1	0.60315625
7.275	0.1015	-0.7525	1	1	0.566968750000001
7.325	0.0875	-0.814	1	1	0.52780625
7.375	0.0735	-0.8725	1	1	0.48564375
7.425	0.0595	-0.9335	1	1	0.440493750000001
7.475	0.046	-0.993	1	1	0.39233125
7.525	0.033	-1.0235	1	1	0.341918750000001
7.575	0.0195	-1.0235	1	1	0.290743750000001
7.625	0.0065	-1.0235	1	1	0.23956875
7.675	-0.006	-1.0235	1	1	0.188393750000001
7.725	-0.0195	-1.0235	1	1	0.13721875
7.775	-0.0335	-1.0235	1	1	0.0860437500000012
7.826	-0.0495	-1.0235	1	1	0.033845250000001
7.875	-0.0655	-1.0235	1	1	-0.0163062500000003
7.926	-0.083	-1.0235	1	1	-0.0685047499999986
7.975	-0.1015	-1.0235	1	1	-0.11865625
8.025	-0.1215	-1.0235	1	1	-0.169831249999998
8.074	-0.142	-1.0235	1	1	-0.219982750000001
8.125	-0.1655	-1.0235	1	1	-0.272181249999999
8.175	-0.191	-1.0235	1	1	-0.32335625
8.225	-0.22	-1.0235	1	1	-0.374531250000001
8.275	-0.251	-1.0235	1	1	-0.425706249999998
8.325	-0.284	-1.0235	1	1	-0.476881249999999
8.375	-0.3215	-0.999	1	1	-0.527443749999999
8.426	-0.3635	-0.7825	1	1	-0.572871999999998
8.474	-0.404	-0.5805	1	1	-0.605583999999999
8.525	-0.443	-0.391	1	1	-0.630357249999998
8.575	-0.4705	-0.2325	1	1	-0.645944749999999
8.625	-0.4865	-0.12	1	1	-0.654757249999999
8.675	-0.492	-0.009	1	1	-0.657982249999999
8.725	-0.4835	0.041	1	1	-0.657182249999999
8.775	-0.4635	0.0765	1	1	-0.654244749999999
8.825	-0.4395	0.099	1	1	-0.649857249999999
8.875	-0.4125	0.1265	1	1	-0.644219749999999
8.925	-0.3855	0.1495	1	1	-0.637319749999999
8.976	-0.3585	0.174	1	1	-0.629070499999999
9.025	-0.3315	0.1965	1	1	-0.619993249999999
9.075	-0.3055	0.227	1	1	-0.609405749999999
9.124	-0.281	0.2545	1	1	-0.597608999999999
9.175	-0.2565	0.293	1	1	-0.583647749999998
9.226	-0.2345	0.3305	1	1	-0.567748499999999
9.275	-0.214	0.3755	1	1	-0.550451499999999
9.325	-0.195	0.42	1	1	-0.530563999999999
9.376	-0.177	0.4725	1	1	-0.507805249999998
9.425	-0.161	0.525	1	1	-0.483366499999998
9.475	-0.1455	0.582	1	1	-0.455691499999998
9.524	-0.1305	0.6365	1	1	-0.425838249999998
9.575	-0.116	0.6975	1	1	-0.391821249999999
9.626	-0.1015	0.7555	1	1	-0.354769749999998
9.675	-0.0875	0.8175	1	1	-0.316231249999998
9.725	-0.0735	0.8755	1	1	-0.273906249999998
9.776	-0.059	0.939	1	1	-0.227636499999999
9.826	-0.046	0.997	1	1	-0.179236499999998
9.875	-0.0325	1.0235	1	1	-0.129734249999999
9.925	-0.0195	1.0235	1	1	-0.0785592499999982
9.975	-0.006	1.0235	1	1	-0.0273842499999975
10.026	0.0065	1.0235	1	1	0.0248142500000008
10.076	0.02	1.0235	1	1	0.0759892500000016
10.126	0.0345	1.0235	1	1	0.127164250000002
10.175	0.0495	1.0235	1	1	0.177315750000002
10.225	0.0655	1.0235	1	1	0.228490750000003
10.275	0.0835	1.0235	1	1	0.27966575
10.326	0.102	1.0235	1	1	0.331864250000002
10.375	0.1215	1.0235	1	1	0.382015750000001
10.425	0.1425	1.0235	1	1	0.433190750000002
10.476	0.1665	1.024	1	1	0.485402
10.525	0.1915	1.0235	1	1	0.53556575
10.575	0.221	1.0235	1	1	0.58674075
10.625	0.2525	1.0235	1	1	0.637915750000001
10.675	0.2865	1.0235	1	1	0.689090750000002
10.725	0.3245	0.9765	1	1	0.739090750000003
10.775	0.3665	0.7625	1	1	0.78256575
10.825	0.41	0.552	1	1	0.815428250000001
10.875	0.447	0.368	1	1	0.838428250000001
10.925	0.4735	0.2135	1	1	0.852965750000001
10.975	0.4875	0.096	1	1	0.860703250000001
11.025	0.492	-0.0025	1	1	0.863040750000001
11.075	0.481	-0.0475	1	1	0.861790750000001
11.126	0.4595	-0.082	1	1	0.858488500000001
11.175	0.4345	-0.105	1	1	0.853907000000001
11.225	0.408	-0.13	1	1	0.848032000000001
11.276	0.381	-0.155	1	1	0.840764500000001
11.325	0.3535	-0.179	1	1	0.832581500000001
11.375	0.327	-0.2005	1	1	0.823094000000001
11.425	0.3005	-0.234	1	1	0.812231500000001
11.476	0.2755	-0.263	1	1	0.799558000000001
11.526	0.2515	-0.3005	1	1	0.785470500000001
11.575	0.23	-0.338	1	1	0.769827250000001
11.625	0.2095	-0.384	1	1	0.751777250000001
11.675	0.191	-0.4315	1	1	0.731389750000001
11.725	0.1735	-0.4825	1	1	0.70853975
11.775	0.1575	-0.535	1	1	0.683102250000002
11.824	0.1425	-0.5915	1	1	0.655503
11.875	0.127	-0.6495	1	1	0.623857500000001
11.925	0.1125	-0.7085	1	1	0.589907500000001
11.976	0.098	-0.768	1	1	0.552256750000002
12.025	0.0835	-0.829	1	1	0.513130250000002
12.075	0.0705	-0.884	1	1	0.470305250000002
12.125	0.0565	-0.9465	1	1	0.424542750000001
12.175	0.043	-1.0065	1	1	0.37571775
12.225	0.0295	-1.0235	1	1	0.324967749999999
12.276	0.016	-1.0235	1	1	0.272769250000001
12.326	0.003	-1.0235	1	1	0.22159425
12.376	-0.0095	-1.0235	1	1	0.17041925
12.425	-0.023	-1.0235	1	1	0.12026775
12.475	-0.037	-1.0235	1	1	0.0690927499999994
12.526	-0.053	-1.0235	1	1	0.016894250000001
12.575	-0.069	-1.0235	1	1	-0.0332572499999985
12.626	-0.0875	-1.0235	1	1	-0.0854557500000004
12.675	-0.106	-1.0235	1	1	-0.13560725
12.726	-0.126	-1.0235	1	1	-0.187805749999998
12.775	-0.1475	-1.0235	1	1	-0.237957249999998
12.825	-0.171	-1.0235	1	1	-0.289132249999998
12.875	-0.1975	-1.0235	1	1	-0.340307249999999
12.926	-0.2275	-1.0235	1	1	-0.392505749999998
12.975	-0.2585	-1.0235	1	1	-0.442657250000001
13.025	-0.2925	-1.0235	1	1	-0.493832249999998
13.075	-0.331	-0.9485	1	1	-0.543132249999998
13.126	-0.374	-0.7315	1	1	-0.58597225
13.174	-0.4145	-0.5275	1	1	-0.616188249999999
13.224	-0.4505	-0.354	1	1	-0.638225749999999
13.275	-0.4765	-0.1985	1	1	-0.652314499999999
13.325	-0.489	-0.0875	1	1	-0.659464499999999
13.375	-0.4925	0.0075	1	1	-0.661464499999999
13.425	-0.48	0.049	1	1	-0.660051999999999
13.474	-0.459	0.0835	1	1	-0.656805749999999
13.525	-0.433	0.1055	1	1	-0.651986249999999
13.575	-0.4065	0.1315	1	1	-0.646061249999999
13.625	-0.38	0.152	1	1	-0.638973749999999
13.675	-0.352	0.1805	1	1	-0.630661249999999
13.725	-0.326	0.2015	1	1	-0.621111249999999
13.775	-0.3	0.234	1	1	-0.610223749999999
13.825	-0.275	0.2625	1	1	-0.597811249999999
13.875	-0.251	0.3015	1	1	-0.583711249999999
13.925	-0.229	0.3395	1	1	-0.567686249999998
13.975	-0.209	0.3875	1	1	-0.549511249999999
14.025	-0.1905	0.4325	1	1	-0.529011249999999
14.075	-0.1735	0.484	1	1	-0.506098749999999
