DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0005	0	0	1	0
0.0490000000000002	0.002	0	1	1	0
0.0990000000000002	0.0025	0.033	1	1	0.000825000000000001
0.15	0.0055	0.0405	1	1	0.00269924999999999
0.199	0.0085	0.0505	1	1	0.00492875000000001
0.249	0.012	0.0575	1	1	0.00762875
0.299	0.0155	0.0665	1	1	0.01072875
0.35	0.019	0.072	1	1	0.0142605
0.4	0.023	0.0805	1	1	0.018073
0.449	0.0265	0.0865	1	1	0.0221645
0.5	0.0305	0.0945	1	1	0.02678
0.55	0.034	0.1015	1	1	0.03168
0.6	0.037	0.114	1	1	0.0370675
0.65	0.039	0.1235	1	1	0.043005
0.7	0.0415	0.136	1	1	0.0494925
0.749	0.044	0.1455	1	1	0.05638925
0.799	0.0465	0.1565	1	1	0.06393925
0.85	0.049	0.1655	1	1	0.07215025
0.9	0.052	0.177	1	1	0.08071275
0.95	0.055	0.1845	1	1	0.08975025
0.999	0.058	0.1955	1	1	0.09906025
1.05	0.061	0.2025	1	1	0.10920925
1.099	0.0645	0.211	1	1	0.11934
1.149	0.068	0.215	1	1	0.12999
1.199	0.0715	0.191	1	1	0.14014
1.25	0.0745	0.1645	1	1	0.14920525
1.3	0.077	0.1425	1	1	0.15688025
1.35	0.079	0.118	1	1	0.16339275
1.399	0.0805	0.0985	1	1	0.168697
1.449	0.082	0.0765	1	1	0.173072
1.499	0.083	0.0585	1	1	0.176447
1.549	0.084	0.038	1	1	0.1788595
1.6	0.0845	0.0215	1	1	0.18037675
1.65	0.0845	0.0025	1	1	0.18097675
1.7	0.084	-0.0095	1	1	0.18080175
1.75	0.082	-0.0215	1	1	0.18002675
1.799	0.079	-0.0295	1	1	0.17877725
1.849	0.076	-0.038	1	1	0.17708975
1.899	0.0725	-0.046	1	1	0.17498975
1.95	0.069	-0.0545	1	1	0.172427
1.999	0.0655	-0.0605	1	1	0.1696095
2.049	0.0615	-0.0685	1	1	0.1663845
2.1	0.0575	-0.073	1	1	0.16277625
2.149	0.0535	-0.081	1	1	0.15900325
2.199	0.049	-0.085	1	1	0.15485325
2.25	0.045	-0.093	1	1	0.15031425
2.3	0.041	-0.097	1	1	0.14556425
2.349	0.0365	-0.1035	1	1	0.140652
2.4	0.0325	-0.1085	1	1	0.135246
2.449	0.0285	-0.116	1	1	0.12974575
2.499	0.024	-0.1205	1	1	0.12383325
2.55	0.02	-0.1285	1	1	0.11748375
2.599	0.016	-0.1325	1	1	0.11108925
2.65	0.012	-0.141	1	1	0.104115
2.7	0.0075	-0.1455	1	1	0.0969525
2.749	0.0035	-0.153	1	1	0.08963925
2.8	0	-0.1585	1	1	0.081696
2.85	-0.0035	-0.167	1	1	0.0735584999999999
2.899	-0.0075	-0.172	1	1	0.065253
2.95	-0.0115	-0.181	1	1	0.0562515
3	-0.015	-0.186	1	1	0.0470765
3.049	-0.019	-0.1945	1	1	0.0377542499999999
3.099	-0.023	-0.201	1	1	0.0278667499999999
3.149	-0.0265	-0.2095	1	1	0.01760425
3.2	-0.0305	-0.2145	1	1	0.00679224999999995
3.25	-0.034	-0.2235	1	1	-0.00415775000000001
3.3	-0.038	-0.228	1	1	-0.01544525
3.349	-0.042	-0.237	1	1	-0.0268377500000001
3.4	-0.046	-0.241	1	1	-0.0390267500000001
3.449	-0.05	-0.249	1	1	-0.05103175
3.5	-0.0545	-0.246	1	1	-0.06365425
3.55	-0.0585	-0.2205	1	1	-0.07531675
3.599	-0.062	-0.193	1	1	-0.0854475000000001
3.65	-0.065	-0.169	1	1	-0.0946785000000001
3.699	-0.068	-0.1425	1	1	-0.10231025
3.749	-0.0705	-0.1215	1	1	-0.10891025
3.8	-0.0725	-0.0975	1	1	-0.11449475
3.85	-0.074	-0.0785	1	1	-0.11889475
3.899	-0.075	-0.057	1	1	-0.1222145
3.95	-0.076	-0.0395	1	1	-0.12467525
3.999	-0.0765	-0.0195	1	1	-0.12612075
4.049	-0.077	-0.004	1	1	-0.12670825
4.1	-0.076	0.0105	1	1	-0.1265425
4.149	-0.074	0.019	1	1	-0.12581975
4.199	-0.0715	0.03	1	1	-0.12459475
4.249	-0.068	0.0365	1	1	-0.12293225
4.3	-0.0645	0.046	1	1	-0.1208285
4.35	-0.061	0.0515	1	1	-0.118391
4.4	-0.0575	0.0605	1	1	-0.115591
4.45	-0.0535	0.0655	1	1	-0.112441
4.5	-0.0495	0.0735	1	1	-0.108966
4.549	-0.0455	0.078	1	1	-0.10525425
4.6	-0.041	0.086	1	1	-0.10107225
4.65	-0.037	0.09	1	1	-0.09667225
4.699	-0.033	0.0965	1	1	-0.0921030000000001
4.75	-0.0285	0.1015	1	1	-0.0870540000000001
4.8	-0.0245	0.109	1	1	-0.0817915000000001
4.849	-0.02	0.113	1	1	-0.0763525000000001
4.899	-0.016	0.121	1	1	-0.0705025000000001
4.949	-0.0115	0.1245	1	1	-0.0643650000000001
4.999	-0.0075	0.1325	1	1	-0.0579400000000001
5.05	-0.0035	0.137	1	1	-0.0510677500000001
5.1	0.0005	0.145	1	1	-0.04401775
5.149	0.0045	0.1495	1	1	-0.0368025000000001
5.199	0.0085	0.158	1	1	-0.0291150000000001
5.249	0.0125	0.162	1	1	-0.0211150000000001
5.3	0.0165	0.1705	1	1	-0.0126362500000001
5.349	0.0205	0.176	1	1	-0.00414700000000003
5.399	0.024	0.185	1	1	0.00487799999999993
5.45	0.028	0.19	1	1	0.0144405
5.5	0.032	0.1985	1	1	0.0241529999999999
5.55	0.036	0.205	1	1	0.0342404999999999
5.6	0.0395	0.2135	1	1	0.044703
5.649	0.043	0.2185	1	1	0.0552869999999999
5.701	0.047	0.227	1	1	0.06687
5.75	0.0505	0.233	1	1	0.0781399999999999
5.799	0.0545	0.241	1	1	0.089753
5.85	0.0585	0.2355	1	1	0.10190375
5.899	0.062	0.2115	1	1	0.11285525
5.95	0.0655	0.1835	1	1	0.12292775
6	0.0685	0.1605	1	1	0.13152775
6.049	0.071	0.136	1	1	0.138792
6.099	0.073	0.115	1	1	0.145067
6.149	0.075	0.0915	1	1	0.1502295
6.199	0.0765	0.0725	1	1	0.1543295
6.25	0.0775	0.051	1	1	0.15747875
6.299	0.078	0.034	1	1	0.15956125
6.35	0.0785	0.014	1	1	0.16078525
6.401	0.0785	-0.0015	1	1	0.161104
6.45	0.0775	-0.0145	1	1	0.160712
6.499	0.0755	-0.0225	1	1	0.1598055
6.55	0.0725	-0.0335	1	1	0.1583775
6.6	0.069	-0.04	1	1	0.15654
6.649	0.0655	-0.049	1	1	0.1543595
6.7	0.062	-0.055	1	1	0.1517075
6.75	0.058	-0.0635	1	1	0.148745
6.8	0.054	-0.0685	1	1	0.145445
6.85	0.05	-0.076	1	1	0.1418325
6.901	0.0465	-0.082	1	1	0.1378035
6.949	0.042	-0.089	1	1	0.1336995
6.999	0.038	-0.0935	1	1	0.129137
7.05	0.0335	-0.1005	1	1	0.12419
7.1	0.0295	-0.105	1	1	0.1190525
7.149	0.0255	-0.1125	1	1	0.11372375
7.199	0.021	-0.117	1	1	0.10798625
7.25	0.017	-0.125	1	1	0.10181525
7.299	0.013	-0.1295	1	1	0.09558
7.35	0.009	-0.1375	1	1	0.0887715
7.399	0.005	-0.142	1	1	0.08192375
7.451	0.001	-0.15	1	1	0.0743317500000001
7.499	-0.0025	-0.155	1	1	0.0670117500000001
7.55	-0.0065	-0.1635	1	1	0.0588900000000001
7.599	-0.01	-0.1685	1	1	0.0507560000000001
7.649	-0.014	-0.1775	1	1	0.042106
7.699	-0.018	-0.1825	1	1	0.0331059999999999
7.75	-0.0215	-0.1915	1	1	0.0235689999999999
7.8	-0.0255	-0.1975	1	1	0.0138440000000001
7.849	-0.0295	-0.206	1	1	0.00395825000000018
7.899	-0.033	-0.2115	1	1	-0.00647924999999997
7.95	-0.037	-0.2195	1	1	-0.01746975
7.999	-0.041	-0.225	1	1	-0.0283599999999999
8.05	-0.0445	-0.2325	1	1	-0.0400262500000001
8.099	-0.049	-0.2365	1	1	-0.05151675
8.15	-0.053	-0.244	1	1	-0.0637694999999996
8.2	-0.0575	-0.2335	1	1	-0.0757069999999998
8.249	-0.0615	-0.2085	1	1	-0.0865359999999997
8.3	-0.065	-0.18	1	1	-0.09644275
8.349	-0.068	-0.157	1	1	-0.10469925
8.4	-0.071	-0.131	1	1	-0.11204325
8.449	-0.0735	-0.1105	1	1	-0.11796
8.499	-0.075	-0.087	1	1	-0.1228975
8.549	-0.0765	-0.068	1	1	-0.1267725
8.599	-0.0775	-0.047	1	1	-0.1296475
8.65	-0.078	-0.03	1	1	-0.131611
8.699	-0.0785	-0.011	1	1	-0.1326155
8.75	-0.0785	0.003	1	1	-0.1328195
8.799	-0.077	0.0155	1	1	-0.13236625
8.85	-0.0745	0.024	1	1	-0.131359
8.899	-0.0715	0.0345	1	1	-0.12992575
8.949	-0.068	0.0405	1	1	-0.12805075
9	-0.0645	0.0495	1	1	-0.12575575
9.05	-0.061	0.0555	1	1	-0.12313075
9.1	-0.057	0.0635	1	1	-0.12015575
9.149	-0.053	0.068	1	1	-0.116934
9.2	-0.049	0.076	1	1	-0.113262
9.249	-0.045	0.0805	1	1	-0.10942775
9.299	-0.041	0.088	1	1	-0.10521525
9.35	-0.0365	0.093	1	1	-0.10059975
9.399	-0.0325	0.0995	1	1	-0.0958834999999999
9.45	-0.028	0.1045	1	1	-0.0906815
9.5	-0.024	0.111	1	1	-0.085294
9.549	-0.0195	0.115	1	1	-0.079757
9.599	-0.0155	0.1225	1	1	-0.0738194999999999
9.651	-0.011	0.1285	1	1	-0.0672935
9.699	-0.007	0.1345	1	1	-0.0609814999999997
9.75	-0.003	0.1405	1	1	-0.053969
9.799	0.0005	0.1475	1	1	-0.046913
9.85	0.005	0.153	1	1	-0.0392502499999998
9.899	0.009	0.1605	1	1	-0.0315694999999998
9.949	0.013	0.166	1	1	-0.0234069999999997
9.999	0.017	0.173	1	1	-0.0149320000000002
10.05	0.021	0.179	1	1	-0.00595599999999986
10.099	0.0245	0.1875	1	1	0.00302325000000004
10.149	0.0285	0.1935	1	1	0.0125482500000002
10.2	0.032	0.201	1	1	0.0226079999999999
10.249	0.036	0.207	1	1	0.0326039999999998
10.299	0.04	0.2155	1	1	0.0431664999999999
10.35	0.0435	0.222	1	1	0.0543227500000003
10.4	0.0475	0.2295	1	1	0.0656102499999997
10.449	0.051	0.2365	1	1	0.0770272500000004
10.5	0.055	0.243	1	1	0.0892545
10.55	0.059	0.2305	1	1	0.101092
10.6	0.0625	0.205	1	1	0.1119795
10.649	0.066	0.1795	1	1	0.12139975
10.7	0.0685	0.155	1	1	0.1299295
10.749	0.071	0.131	1	1	0.1369365
10.799	0.073	0.1095	1	1	0.142949
10.85	0.075	0.0875	1	1	0.1479725
10.899	0.0765	0.0675	1	1	0.15177
10.949	0.0775	0.0475	1	1	0.154645
10.999	0.078	0.029	1	1	0.1565575
11.05	0.0785	0.011	1	1	0.1575775
11.1	0.0785	-0.004	1	1	0.1577525
11.15	0.077	-0.016	1	1	0.1572525
11.199	0.0745	-0.0255	1	1	0.15623575
11.25	0.0715	-0.0345	1	1	0.15470575
11.3	0.068	-0.0425	1	1	0.15278075
11.349	0.0645	-0.0505	1	1	0.15050225
11.399	0.061	-0.057	1	1	0.14781475
11.45	0.057	-0.0645	1	1	0.1447165
11.5	0.053	-0.071	1	1	0.141329
11.549	0.049	-0.078	1	1	0.1376785
11.6	0.045	-0.0835	1	1	0.13356025
11.649	0.041	-0.0895	1	1	0.12932175
11.7	0.037	-0.095	1	1	0.124617
11.75	0.0325	-0.101	1	1	0.119717
11.8	0.0285	-0.107	1	1	0.114517
11.85	0.0245	-0.1135	1	1	0.1090045
11.9	0.02	-0.119	1	1	0.103192
11.95	0.016	-0.1255	1	1	0.0970795000000002
11.999	0.012	-0.1315	1	1	0.0907830000000003
12.05	0.008	-0.138	1	1	0.08391075
12.099	0.004	-0.144	1	1	0.0770017500000001
12.15	0	-0.151	1	1	0.0694792500000003
12.199	-0.0035	-0.157	1	1	0.0619332499999998
12.249	-0.0075	-0.1645	1	1	0.0538957500000003
12.299	-0.0115	-0.171	1	1	0.0455082500000002
12.35	-0.015	-0.178	1	1	0.0366087499999998
12.399	-0.019	-0.184	1	1	0.0277397499999999
12.449	-0.023	-0.1925	1	1	0.0183272499999998
12.5	-0.0265	-0.1985	1	1	0.0083567500000001
12.549	-0.03	-0.207	1	1	-0.00157799999999979
12.6	-0.034	-0.213	1	1	-0.0122880000000002
12.649	-0.038	-0.22	1	1	-0.0228965000000001
12.7	-0.042	-0.2265	1	1	-0.0342822499999997
12.749	-0.046	-0.2335	1	1	-0.0455522499999996
12.799	-0.05	-0.2375	1	1	-0.0573272499999998
12.85	-0.0545	-0.244	1	1	-0.0696055000000002
12.9	-0.0585	-0.2265	1	1	-0.0813679999999996
12.949	-0.0625	-0.201	1	1	-0.0918417500000002
12.999	-0.066	-0.1735	1	1	-0.10120425
13.049	-0.069	-0.149	1	1	-0.10926675
13.1	-0.0715	-0.125	1	1	-0.11625375
13.15	-0.074	-0.103	1	1	-0.12195375
13.199	-0.0755	-0.0815	1	1	-0.126474
13.25	-0.077	-0.0615	1	1	-0.1301205
13.299	-0.078	-0.042	1	1	-0.13265625
13.349	-0.0785	-0.025	1	1	-0.13433125
13.399	-0.079	-0.0065	1	1	-0.13511875
13.449	-0.0785	0.0075	1	1	-0.13509375
13.5	-0.0765	0.018	1	1	-0.1344435
13.549	-0.074	0.0265	1	1	-0.13335325
13.599	-0.071	0.036	1	1	-0.13179075
13.649	-0.0675	0.0435	1	1	-0.12980325
13.7	-0.0635	0.051	1	1	-0.1273935
13.749	-0.06	0.058	1	1	-0.124723
13.8	-0.056	0.065	1	1	-0.1215865
13.849	-0.052	0.071	1	1	-0.1182545
13.9	-0.048	0.0775	1	1	-0.11446775
13.949	-0.044	0.083	1	1	-0.1105355
14	-0.04	0.089	1	1	-0.1061495
14.05	-0.0355	0.0945	1	1	-0.101562
14.1	-0.0315	0.1005	1	1	-0.0966869999999998
14.149	-0.0275	0.1055	1	1	-0.0916399999999999
14.199	-0.023	0.112	1	1	-0.0862024999999998
14.249	-0.0185	0.1175	1	1	-0.0804649999999997
14.3	-0.0145	0.1235	1	1	-0.0743194999999999
