DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0005	0	0	1	0
0.0479999999999996	0.004	0.0315	1	1	0.000755999999999994
0.097	0.013	0.05	1	1	0.00275275000000001
0.148	0.0225	0.0665	1	1	0.00572350000000002
0.197	0.0325	0.082	1	1	0.00936174999999998
0.248	0.043	0.096	1	1	0.01390075
0.298	0.054	0.1105	1	1	0.01906325
0.348	0.065	0.123	1	1	0.0249007500000001
0.398	0.0765	0.136	1	1	0.03137575
0.447	0.0875	0.1475	1	1	0.0383215
0.497	0.099	0.1615	1	1	0.0460465000000001
0.548	0.109	0.182	1	1	0.0548057499999999
0.599	0.1165	0.2085	1	1	0.0647635
0.648	0.123	0.233	1	1	0.0755802500000001
0.698	0.13	0.2575	1	1	0.08784275
0.747	0.137	0.281	1	1	0.101036
0.797	0.1445	0.304	1	1	0.115661
0.848	0.1525	0.325	1	1	0.1317005
0.898	0.1605	0.3465	1	1	0.148488
0.947	0.1695	0.3645	1	1	0.1659075
0.997	0.1785	0.3835	1	1	0.1846075
1.048	0.188	0.401	1	1	0.20461225
1.097	0.198	0.417	1	1	0.22465325
1.147	0.2085	0.431	1	1	0.24585325
1.198	0.2175	0.382	1	1	0.26658475
1.248	0.224	0.324	1	1	0.28423475
1.297	0.228	0.272	1	1	0.29883675
1.348	0.2315	0.2205	1	1	0.3113955
1.398	0.233	0.1735	1	1	0.3212455
1.448	0.234	0.1305	1	1	0.3288455
1.497	0.233	0.0915	1	1	0.3342845
1.547	0.2315	0.0545	1	1	0.3379345
1.598	0.2285	0.019	1	1	0.33980875
1.647	0.2245	-0.009	1	1	0.34005375
1.697	0.2175	-0.0315	1	1	0.33904125
1.747	0.209	-0.051	1	1	0.33697875
1.798	0.1995	-0.066	1	1	0.33399525
1.847	0.189	-0.08	1	1	0.33041825
1.897	0.178	-0.0945	1	1	0.32605575
1.947	0.167	-0.1065	1	1	0.32103075
1.997	0.155	-0.119	1	1	0.31539325
2.048	0.1435	-0.1315	1	1	0.3090055
2.098	0.1315	-0.143	1	1	0.302143
2.148	0.12	-0.155	1	1	0.294693
2.198	0.108	-0.1665	1	1	0.2866555
2.248	0.0965	-0.1785	1	1	0.2780305
2.299	0.084	-0.19	1	1	0.26863375
2.348	0.0735	-0.201	1	1	0.25905425
2.398	0.0615	-0.2135	1	1	0.24869175
